huboid,name,party,sdName,sggName,office,sgTypecode,list_rank,seat_count,estimated_electable,status,age,birthday,criminal_record,has_criminal,criminal_categories,offense_summary,tax_arrears_5y_thousand_krw,tax_arrears_5y_display,tax_arrears_current_thousand_krw,tax_arrears_current_display,has_tax,economic_trust_record,tax_100m_or_more,nec_detail_url,criminal_pdf_url
100164606,유주동,더불어민주당,서울특별시,서울특별시,광역의원 비례,8,4,15,Y,등록,52,19730720,1건,Y,음주·위험운전; 도로교통,"도로교통법위반(음주운전) / 벌금1,500,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164606,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1100/Hb100164606/junkwa/20260514225917130_9.PDF
100164608,허윤정,더불어민주당,서울특별시,서울특별시,광역의원 비례,8,5,15,Y,등록,58,19670806,1건,Y,음주·위험운전; 도로교통,"전과기록증명에관한제출서비례대표선거구명서울특별시의회의원선거더불어민주당후보자성명도로교통법위반(음주운전)전과기록형량(처분결과)벌금기500,000원",380,38만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164608,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1100/Hb100164608/junkwa/20260514174308521_8.PDF
100164147,김명숙,더불어민주당,세종특별자치시,세종특별자치시,광역의원 비례,8,1,3,Y,등록,52,19730807,1건,Y,건축·건설·부동산,"전과기록증명에관한제출서비례대표세종특별자치시선거구명의회의원선거더불어민주당후보자성명전과기록형량(처분결과)부동산등기특별조치법위반벌금5,000,000원국토의계획및이용에관한법률위반 / 벌금5,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164147,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5100/Hb100164147/junkwa/20260513172739637_9.PDF
100164034,허희정,더불어민주당,울산광역시,울산광역시,광역의원 비례,8,1,3,Y,등록,53,19721225,1건,Y,정치자금법; 공직선거법,정치자금법위반공직선거법위반 / 벌금300만원,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164034,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg3100/Hb100164034/junkwa/20260513214033292_4.PDF
100165319,최은경,더불어민주당,인천광역시,인천광역시,광역의원 비례,8,5,6,Y,등록,60,19651008,1건,Y,식품·보건,"약사법위반 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165319,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2800/Hb100165319/junkwa/20260514174753815_9.PDF
100165339,이순종,더불어민주당,인천광역시,인천광역시,광역의원 비례,8,6,6,Y,등록,58,19670921,1건,Y,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165339,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2800/Hb100165339/junkwa/20260515100221647_7.PDF
100165660,박병철,더불어민주당,전북특별자치도,전북특별자치도,광역의원 비례,8,4,6,Y,등록,56,19690913,1건,Y,음주·위험운전; 도로교통,도로교통법위반(음주운전),0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165660,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5300/Hb100165660/junkwa/20260515162111871_11.PDF
100165487,고석준,더불어민주당,제주특별자치도,제주특별자치도,광역의원 비례,8,4,13,Y,등록,52,19740516,1건,Y,음주·위험운전; 도로교통,"도로교통법위반(음주운전) / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165487,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4900/Hb100165487/junkwa/20260515145638558_9.PDF
100165488,장희순,더불어민주당,제주특별자치도,제주특별자치도,광역의원 비례,8,5,13,Y,등록,62,19631218,1건,Y,교통사고,교통사고처리특례법위반 / 2009-12-14,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165488,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4900/Hb100165488/junkwa/20260515145730320_9.PDF
100165490,강영아,더불어민주당,제주특별자치도,제주특별자치도,광역의원 비례,8,7,13,Y,등록,51,19740717,1건,Y,,"정보통신1망이용촉진및정보보호 / 2006-11-29 / 벌금3,000,000원",763,76만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165490,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4900/Hb100165490/junkwa/20260515154537968_10.PDF
100165491,임찬기,더불어민주당,제주특별자치도,제주특별자치도,광역의원 비례,8,8,13,Y,등록,58,19680430,2건,Y,공직선거법; 도로교통,20134.19 / 1997-09-18,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165491,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4900/Hb100165491/junkwa/20260515145921027_8.PDF
100165494,문영희,더불어민주당,제주특별자치도,제주특별자치도,광역의원 비례,8,11,13,Y,등록,62,19630710,1건,Y,음주·위험운전; 도로교통,도로교통법위반(음주운전 / 2018-06-07,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165494,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4900/Hb100165494/junkwa/20260515150111280_8.PDF
100165495,강인철,더불어민주당,제주특별자치도,제주특별자치도,광역의원 비례,8,12,13,Y,등록,58,19670918,1건,Y,공무집행방해; 집시법,전과기록형량(처분결과)-특수공무집행방해치상-집회및시위에관한법률위반징역10월집행유예1년-화염병사용등의처벌에관한법률위반 / 징역10월집행유예1년,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165495,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4900/Hb100165495/junkwa/20260515150207903_8.PDF
100164715,전형준,더불어민주당,충청남도,충청남도,광역의원 비례,8,2,7,Y,등록,39,19870302,1건,Y,공직선거법; 폭력,『공직선거법』 / 2018-08-29,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164715,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4400/Hb100164715/junkwa/20260514142828665_7.PDF
100164296,박희남,더불어민주당,충청북도,충청북도,광역의원 비례,8,1,5,Y,등록,60,19650820,1건,Y,식품·보건,"식품위생법위반 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164296,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4300/Hb100164296/junkwa/20260513201824549_9.PDF
100164320,엄문섭,더불어민주당,충청북도,충청북도,광역의원 비례,8,2,5,Y,등록,60,19660525,2건,Y,음주·위험운전; 무면허운전; 도로교통,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164320,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4300/Hb100164320/junkwa/20260513203905440_7.PDF
100164294,허영옥,더불어민주당,충청북도,충청북도,광역의원 비례,8,3,5,Y,등록,68,19570827,1건,Y,교육·청소년,"더불어민주당 / 2011-05-12 / 벌금6,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164294,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4300/Hb100164294/junkwa/20260513202138209_1.PDF
100164428,정영애,더불어민주당,강원특별자치도,고성군,기초의원 비례,9,1,1,Y,등록,66,19590901,6건,Y,식품·보건; 건축·건설·부동산,개발제한구역의지정및관리에관한벌금삼백만원특별조치법위반개발제한구역의지정및관리에관한 / 2008-10-23 / 징역4월집행유예1년,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164428,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5209/Hb100164428/junkwa/20260514175627007_8.PDF
100164903,최재순,더불어민주당,강원특별자치도,태백시,기초의원 비례,9,1,1,Y,등록,63,19630321,1건,Y,교통사고,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164903,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5206/Hb100164903/junkwa/20260514145332698_7.PDF
100164351,한주연,더불어민주당,경기도,고양시,기초의원 비례,9,2,4,Y,등록,51,19750202,2건,Y,공직선거법; 음주·위험운전; 도로교통,『공직선거법』 / 2004-05-03,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164351,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4120/Hb100164351/junkwa/20260515142749740_7.PDF
100164104,김상덕,더불어민주당,경기도,광주시,기초의원 비례,9,2,2,Y,등록,41,19840912,1건,Y,음주·위험운전; 도로교통,"별지제12호서식의(카)]선거 / 벌금3,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164104,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4140/Hb100164104/junkwa/20260514150734996_1.PDF
100164276,한완수,더불어민주당,경기도,동두천시,기초의원 비례,9,1,1,Y,등록,63,19621107,1건,Y,공무집행방해,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164276,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4117/Hb100164276/junkwa/20260514145337340_7.PDF
100165627,오복자,더불어민주당,경기도,수원시,기초의원 비례,9,3,4,Y,등록,69,19560921,1건,Y,무면허운전; 도로교통,점부서류 / 2003-09-30,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165627,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4103/Hb100165627/junkwa/20260515153659453_9.PDF
100164157,김민희,더불어민주당,경기도,오산시,기초의원 비례,9,1,1,Y,등록,47,19790321,1건,Y,교통사고,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164157,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4127/Hb100164157/junkwa/20260515132155061_9.PDF
100164961,김선미,더불어민주당,경기도,파주시,기초의원 비례,9,1,2,Y,등록,58,19670610,1건,Y,음주·위험운전; 도로교통,"전과기록증명에관한제출서비례대표파주시의회의원선거구명선거후보자성명더불어민주당전과기록도로교통법위반(음주운전)형량(처분결과)벌금1,000,000원김선미처분일자2013.02.12. / 2013-02-12 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164961,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4132/Hb100164961/junkwa/20260514162627491_8.PDF
100164528,김광중,더불어민주당,경상남도,거제시,기초의원 비례,9,2,2,Y,등록,43,19830115,1건,Y,폭력,"폭력행위등처벌에관한법률위반(야 / 2004-10-28 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164528,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4810/Hb100164528/junkwa/20260514161758828_1.PDF
100164288,백종숙,더불어민주당,경상남도,거창군,기초의원 비례,9,1,2,Y,등록,59,19661220,1건,Y,공직선거법; 공무집행방해,『공직선거법』 / 2002-06-25,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164288,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4819/Hb100164288/junkwa/20260513200042535_9.PDF
100165365,이영숙,더불어민주당,경상남도,김해시,기초의원 비례,9,3,3,Y,등록,56,19700504,1건,Y,음주·위험운전; 교통사고,"이영숙 / 벌금4,000,000원",111,11만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165365,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4808/Hb100165365/junkwa/20260515221942217_9.PDF
100164432,이순천,더불어민주당,경상남도,양산시,기초의원 비례,9,1,2,Y,등록,58,19680118,1건,Y,폭력,"전과기록증명에관한제출서비례대표일륜시의회의원선거더불어민주당선거구명후보자/`갱명폭력6위등-분에관한법률위반(공동상해)폭력행위등처분에관한법률위반(공전과기록형량(처분결과)벌금1,500,000원 / 벌금1,500,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164432,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4814/Hb100164432/junkwa/20260514161749880_1.PDF
100165354,주선미,더불어민주당,경상남도,진주시,기초의원 비례,9,2,3,Y,등록,52,19740122,1건,Y,무면허운전; 교통사고; 도로교통,"전과기록증명에관한제출서비례대표진주시의회의원선거구명선거후보자성명더불어민주당전과기록형량(처분결과)주선미처분일자교통사고처리특례법위반벌금3,000,000원도로교통법위반(무면허운전) / 벌금3,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165354,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4803/Hb100165354/junkwa/20260514181014651_8.PDF
100165302,김경희,더불어민주당,경상남도,통영시,기초의원 비례,9,2,2,Y,등록,57,19690219,1건,Y,횡령; 공직선거법,업무상횡령김경희,0,0원,0,0원,N,Y,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165302,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4805/Hb100165302/junkwa/20260514173921944_8.PDF
100164514,하미옥,더불어민주당,경상남도,함안군,기초의원 비례,9,1,1,Y,등록,57,19680612,1건,Y,공직선거법; 교통사고,『공직선거법』 / 2008-12-01,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164514,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4812/Hb100164514/junkwa/20260514153133792_4.PDF
100165359,오경숙,더불어민주당,경상북도,구미시,기초의원 비례,9,3,3,Y,등록,59,19661008,1건,Y,공직선거법; 자동차관리,『공직선거법』 / 2018-05-24,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165359,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4707/Hb100165359/junkwa/20260514181218279_4.PDF
100164166,나성주,더불어민주당,광주광역시,서구,기초의원 비례,9,2,2,Y,등록,45,19800722,2건,Y,사기; 공직선거법,『공직선거법』 / 2021.525,120,12만원,0,0원,Y,Y,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164166,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2902/Hb100164166/junkwa/20260514085154066_8.PDF
100165241,최혜연,더불어민주당,대전광역시,서구,기초의원 비례,9,1,2,Y,등록,47,19790403,1건,Y,교통사고,"교통사고처리특례법위반전과기목 / 2014-01-17 / 벌금3,000,000원",6671,667만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165241,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg3003/Hb100165241/junkwa/20260514180008168_9.PDF
100164860,노미진,더불어민주당,서울특별시,강남구,기초의원 비례,9,1,3,Y,등록,57,19680818,2건,Y,음주·위험운전; 도로교통; 건축·건설·부동산,2009/이/19 / 2000-09-09,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164860,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1123/Hb100164860/junkwa/20260514174059752_8.PDF
100165004,문영식,더불어민주당,서울특별시,강서구,기초의원 비례,9,2,3,Y,등록,60,19660109,2건,Y,음주·위험운전; 교통사고; 도로교통,교통사고처리특례법위반도로교통법위반(음주운전)비례대표강서구의회의원선거더불어민주당 / 1998-08-21,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165004,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1116/Hb100165004/junkwa/20260514204459276_8.PDF
100164719,고화숙,더불어민주당,인천광역시,부평구,기초의원 비례,9,1,2,Y,등록,57,19690424,1건,Y,업무방해; 집시법; 모욕,모욕업무방해 / 징역10월집행유예2년,106,10만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164719,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2806/Hb100164719/junkwa/20260514114117528_8.PDF
100164780,홍육례,더불어민주당,인천광역시,서구,기초의원 비례,9,1,2,Y,등록,50,19760413,1건,Y,무면허운전; 도로교통,,6388,638만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164780,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2813/Hb100164780/junkwa/20260515163125367_1.PDF
100165271,홍건숙,더불어민주당,전라남도,목포시,기초의원 비례,9,1,3,Y,등록,59,19660819,1건,Y,폭력,흥건숙 / 벌금100만원,128,12만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165271,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4601/Hb100165271/junkwa/20260515152505237_10.PDF
100165710,곽인숙,더불어민주당,전라남도,여수시,기초의원 비례,9,3,3,Y,등록,68,19571104,3건,Y,보조금; 식품·보건,"전과기록증명에관한제출서비례대표여수시의회의원선거선거구명선거명소속정당명죄더불어민주당후보자성명명보조금의예산및관리에관한법률위반공중위생관리법위반공중위생관리법위반전과기록형량(처분결과)벌금1,000,000원벌금1,000,000원 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165710,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4602/Hb100165710/junkwa/20260515164704244_10.PDF
100165816,김선옥,더불어민주당,전라남도,영광군,기초의원 비례,9,1,1,Y,등록,58,19670818,1건,Y,공직선거법,"공직선거법위반더불어민주당 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165816,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4622/Hb100165816/junkwa/20260515171351084_9.PDF
100164730,김옥화,더불어민주당,전라남도,장흥군,기초의원 비례,9,1,1,Y,등록,63,19630306,1건,Y,업무방해,"업무방해 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164730,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4615/Hb100164730/junkwa/20260514134519788_12.PDF
100164361,김미경,더불어민주당,전라남도,해남군,기초의원 비례,9,1,2,Y,등록,66,19600424,1건,Y,지방공무원법,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164361,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4618/Hb100164361/junkwa/20260515135245635_7.PDF
100165685,박다혜,더불어민주당,전북특별자치도,군산시,기초의원 비례,9,1,3,Y,등록,30,19950926,1건,Y,공직선거법; 폭력; 주거침입,그8.『공직선거법』 / 2020.11,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165685,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5303/Hb100165685/junkwa/20260515181207748_9.PDF
100165602,정경원,더불어민주당,전북특별자치도,김제시,기초의원 비례,9,2,2,Y,등록,47,19780901,1건,Y,공직선거법; 음주·위험운전; 도로교통,『공직선거법』 / 2005-06-30,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165602,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5309/Hb100165602/junkwa/20260515165823120_8.PDF
100165795,이중연,더불어민주당,전북특별자치도,익산시,기초의원 비례,9,2,3,Y,등록,33,19930505,1건,Y,허위공문서·문서위조·공용서류,"이중연 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165795,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5305/Hb100165795/junkwa/20260515171057989_8.PDF
100165827,신재석,더불어민주당,전북특별자치도,전주시,기초의원 비례,9,4,4,Y,등록,58,19671124,2건,Y,공직선거법,"업무상흐황령공직선거법위반 / 2012-11-21 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165827,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5301/Hb100165827/junkwa/20260515180651005_7.PDF
100165789,전춘순,더불어민주당,충청남도,보령시,기초의원 비례,9,1,2,Y,등록,61,19650425,1건,Y,공직선거법,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165789,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4403/Hb100165789/junkwa/20260515182158031_8.PDF
