huboid,name,party,sdName,sggName,office,sgTypecode,list_rank,seat_count,estimated_electable,status,age,birthday,criminal_record,has_criminal,criminal_categories,offense_summary,tax_arrears_5y_thousand_krw,tax_arrears_5y_display,tax_arrears_current_thousand_krw,tax_arrears_current_display,has_tax,economic_trust_record,tax_100m_or_more,nec_detail_url,criminal_pdf_url
100164663,위성찬,국민의힘,서울특별시,서울특별시,광역의원 비례,8,8,15,Y,등록,47,19780911,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164663,
100164664,강나연,국민의힘,서울특별시,서울특별시,광역의원 비례,8,9,15,Y,등록,61,19650428,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164664,
100164665,하태욱,국민의힘,서울특별시,서울특별시,광역의원 비례,8,10,15,Y,등록,38,19871020,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164665,
100164158,곽효정,국민의힘,세종특별자치시,세종특별자치시,광역의원 비례,8,1,3,Y,등록,42,19830825,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164158,
100164162,송동섭,국민의힘,세종특별자치시,세종특별자치시,광역의원 비례,8,2,3,Y,등록,63,19630313,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164162,
100165542,권영애,국민의힘,울산광역시,울산광역시,광역의원 비례,8,1,3,Y,등록,56,19691220,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165542,
100165546,정나윤,국민의힘,울산광역시,울산광역시,광역의원 비례,8,2,3,Y,등록,54,19710715,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165546,
100165568,강민서,국민의힘,울산광역시,울산광역시,광역의원 비례,8,3,3,Y,등록,23,20020717,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165568,
100165574,안수경,국민의힘,인천광역시,인천광역시,광역의원 비례,8,1,6,Y,등록,60,19660401,없음,N,,,242,24만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165574,
100165576,이범석,국민의힘,인천광역시,인천광역시,광역의원 비례,8,2,6,Y,등록,27,19990409,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165576,
100165578,이미옥,국민의힘,인천광역시,인천광역시,광역의원 비례,8,3,6,Y,등록,54,19711101,없음,N,,,895,89만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165578,
100165771,이인숙,국민의힘,전북특별자치도,전북특별자치도,광역의원 비례,8,1,6,Y,등록,58,19671105,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165771,
100165778,허점숙,국민의힘,전북특별자치도,전북특별자치도,광역의원 비례,8,2,6,Y,등록,58,19671116,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165778,
100165201,김효,국민의힘,제주특별자치도,제주특별자치도,광역의원 비례,8,1,13,Y,등록,57,19680810,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165201,
100165204,김태현,국민의힘,제주특별자치도,제주특별자치도,광역의원 비례,8,2,13,Y,등록,44,19811105,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165204,
100165210,이정한,국민의힘,제주특별자치도,제주특별자치도,광역의원 비례,8,3,13,Y,등록,44,19820416,1건,Y,음주·위험운전; 도로교통,도로교통법위반(음주운전 / 2010-11-03,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165210,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4900/Hb100165210/junkwa/20260514174050491_7.PDF
100165217,박왕철,국민의힘,제주특별자치도,제주특별자치도,광역의원 비례,8,4,13,Y,등록,48,19770902,1건,Y,폭력,상해 / 2008-10-10 / 징역6월집행유예1년,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165217,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4900/Hb100165217/junkwa/20260514174307097_12.PDF
100165221,김경애,국민의힘,제주특별자치도,제주특별자치도,광역의원 비례,8,5,13,Y,등록,61,19650602,1건,Y,교통사고,"교통사고처리특례법위반(치상)국민의힘 / 벌금2,000,000원",2273,227만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165221,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4900/Hb100165221/junkwa/20260514174639070_10.PDF
100165226,고경남,국민의힘,제주특별자치도,제주특별자치도,광역의원 비례,8,6,13,Y,등록,59,19660826,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165226,
100164220,박상선,국민의힘,충청남도,충청남도,광역의원 비례,8,1,7,Y,등록,56,19690725,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164220,
100164225,이병훈,국민의힘,충청남도,충청남도,광역의원 비례,8,2,7,Y,등록,34,19910909,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164225,
100164236,김현이,국민의힘,충청남도,충청남도,광역의원 비례,8,3,7,Y,등록,58,19680306,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164236,
100164243,전순자,국민의힘,충청남도,충청남도,광역의원 비례,8,4,7,Y,등록,63,19620909,없음,N,,,11013,"1,101만원",0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164243,
100164510,이재화,국민의힘,충청북도,충청북도,광역의원 비례,8,1,5,Y,등록,61,19650317,1건,Y,사기; 횡령,,108,10만원,0,0원,Y,Y,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164510,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4300/Hb100164510/junkwa/20260513221557644_9.PDF
100164486,김성규,국민의힘,충청북도,충청북도,광역의원 비례,8,2,5,Y,등록,36,19890713,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164486,
100164454,최민영,국민의힘,충청북도,충청북도,광역의원 비례,8,3,5,Y,등록,27,19990525,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164454,
100164455,장민호,국민의힘,충청북도,충청북도,광역의원 비례,8,4,5,Y,등록,58,19680107,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164455,
100164792,김미심,국민의힘,강원특별자치도,강릉시,기초의원 비례,9,1,2,Y,등록,60,19660214,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164792,
100164430,이재희,국민의힘,강원특별자치도,고성군,기초의원 비례,9,1,1,Y,등록,35,19901205,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164430,
100164402,김윤미,국민의힘,강원특별자치도,동해시,기초의원 비례,9,1,1,Y,등록,42,19840102,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164402,
100164293,홍금화,국민의힘,강원특별자치도,삼척시,기초의원 비례,9,1,1,Y,등록,59,19670306,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164293,
100164925,황양미,국민의힘,강원특별자치도,속초시,기초의원 비례,9,1,1,Y,등록,64,19620123,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164925,
100165223,홍성미,국민의힘,강원특별자치도,양구군,기초의원 비례,9,1,1,Y,등록,59,19660801,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165223,
100164421,신선애,국민의힘,강원특별자치도,양양군,기초의원 비례,9,1,1,Y,등록,56,19690812,없음,N,,,1790,179만원,532,53만원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164421,
100164063,최상미,국민의힘,강원특별자치도,영월군,기초의원 비례,9,1,1,Y,등록,56,19690701,1건,Y,공직선거법,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164063,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5214/Hb100164063/junkwa/20260515070029408_12.PDF
100164355,김명신,국민의힘,강원특별자치도,원주시,기초의원 비례,9,1,3,Y,등록,58,19671226,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164355,
100164374,안은정,국민의힘,강원특별자치도,원주시,기초의원 비례,9,2,3,Y,등록,54,19720501,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164374,
100164204,최현순,국민의힘,강원특별자치도,인제군,기초의원 비례,9,1,1,Y,등록,51,19740620,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164204,
100164100,정희정,국민의힘,강원특별자치도,정선군,기초의원 비례,9,1,1,Y,등록,49,19761201,없음,N,,,10967,"1,096만원",0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164100,
100164390,문성명,국민의힘,강원특별자치도,철원군,기초의원 비례,9,1,1,Y,등록,59,19660622,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164390,
100164023,신선미,국민의힘,강원특별자치도,춘천시,기초의원 비례,9,1,3,Y,등록,58,19670716,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164023,
100164026,최은지,국민의힘,강원특별자치도,춘천시,기초의원 비례,9,2,3,Y,등록,37,19880805,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164026,
100164436,이경옥,국민의힘,강원특별자치도,태백시,기초의원 비례,9,1,1,Y,등록,68,19580402,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164436,
100164013,김진옥,국민의힘,강원특별자치도,평창군,기초의원 비례,9,1,1,Y,등록,60,19660311,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164013,
100164177,박순복,국민의힘,강원특별자치도,홍천군,기초의원 비례,9,1,1,Y,등록,58,19670727,없음,N,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164177,
