huboid,name,party,region,office,proportional_rank,seat_count,electable_order,uncontested,status,v1_categories,v2_categories,v2_keywords,v2_broad_keywords,offense_summaries,change_status,nec_detail_url,pdf_urls
100155298,민경우,국민의힘,경상남도 밀양시제2선거구,광역의원,,,N,N,등록,배임; 사기,배임; 사기,배임; 사기; 업무상배임,,"국민의힘 (2001-08-21, 벌금150만원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155298,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4809/Hb100155298/junkwa/20260220183800180_1.PDF
100155455,조재환,국민의힘,충청남도 금산군제1선거구,광역의원,,,N,N,등록,횡령,횡령,업무상횡령; 횡령,,"업무상횡령 (2025-05-14, 벌금3,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155455,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4407/Hb100155455/junkwa/20260223130221444_1.PDF
100155591,김영근,무소속,강원특별자치도 양양군선거구,광역의원,,,N,N,등록,횡령,횡령,업무상횡령; 횡령,,"1.도로교통법위반2.폭력행위등처벌에한법률위반3.업무상횡령 (1995-04-26, 벌금2,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155591,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5210/Hb100155591/junkwa/20260406180129641_1.PDF
100156178,남상규,더불어민주당,강원특별자치도 춘천시제7선거구,광역의원,,,N,N,등록,,사기,부정수표단속법위반,부정수표단속법위반,"부정수표단속법위반 (일자 확인 불가, 형량 확인 불가)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156178,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5201/Hb100156178/junkwa/20260225150257170_1.PDF
100156368,연주현,국민의힘,경기도 구리시나선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"도로교통법위반(음주측정거부)사기국민의힘 (2013-08-12, 벌금5,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156368,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4125/Hb100156368/junkwa/20260226134459995_1.PDF
100156378,김만식,국민의힘,경기도 시흥시마선거구,지역구 기초의원,,,N,N,등록,사기; 횡령,사기; 횡령,부정수표단속법위반; 사기; 횡령,부정수표단속법위반,"식품위생법위반도로교통법위반도로교통법위반부정수표단속법위반,사기업무상호』령사기횡령전과기목 (1997-08-26, 징역8월집행유예2년)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156378,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4129/Hb100156378/junkwa/20260226150339843_1.PDF
100156458,이정운,더불어민주당,전남광주통합특별시 무안군제2선거구,광역의원,,,N,N,등록,배임,배임,배임; 업무상배임; 특정경제범죄가중처벌등에관한법률위반(배임),,"특정경제범죄가중처벌등에관한법률위반(배임 (2006-08-17, 형량 확인 불가); 업무상배임 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156458,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4621/Hb100156458/junkwa/20260227132233072_1.PDF
100156500,노정훈,조국혁신당,전북특별자치도 군산시아선거구,지역구 기초의원,,,N,N,등록,횡령,횡령,횡령,,"별지제12호서식의(카)]선거명소속정당명횡령전과기부증명에관한제출서 (일자 확인 불가, 벌금1,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156500,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5303/Hb100156500/junkwa/20260508182551368_1.PDF
100156524,장일,조국혁신당,전남광주통합특별시 진도군선거구,광역의원,,,N,N,등록,사기,사기,사기,,"사기 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156524,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4619/Hb100156524/junkwa/20260514171855597_1.PDF
100156566,김진호,더불어민주당,서울특별시 송파구차선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"사기 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156566,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1124/Hb100156566/junkwa/20260227132415702_1.PDF
100156605,양해두,개혁신당,제주특별자치도 제주특별자치도 제주시 외도동·이호동·도두동선거구,광역의원,,,N,N,등록,사기,사기,사기,,"사기제주특별자치도의회의원선거개혁신당 (2016-09-12, 형량 확인 불가)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156605,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4901/Hb100156605/junkwa/20260227143808687_1.PDF
100156722,정토근,무소속,경기도 안성시다선거구,지역구 기초의원,,,N,N,등록,사기; 횡령,사기; 횡령,사기; 업무상횡령; 횡령,,"사기업무상횡령농八결산지관리법위반국토의계획및이용에관한률위반지방재정법위반八-보지八법위반 (2012-01-19, 징역9월집행유예2년)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156722,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4138/Hb100156722/junkwa/20260303134255377_1.PDF
100156793,함광식,국민의힘,대구광역시 남구가선거구,지역구 기초의원,,,N,N,등록,횡령,횡령,횡령,,"도로교통법위반횡령상법위반남구의회의원선거국민의힘 (1998-02-25, 벌금1,500,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156793,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2704/Hb100156793/junkwa/20260303132541833_1.PDF
100156998,정영신,더불어민주당,인천광역시 서구다선거구,지역구 기초의원,,,N,N,등록,횡령,횡령,업무상횡령; 횡령,,"업무상횡령서구의회의원선거더불어민주당 (1999-12-13, 벌금1,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156998,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2813/Hb100156998/junkwa/20260304141834465_1.PDF
100156999,최성호,더불어민주당,경기도 수원시사선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"절도사기신용카드업법위반도로교통법위반(음주운전) (일자 확인 불가, 벌금2,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156999,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4103/Hb100156999/junkwa/20260304110357072_1.PDF
100157259,목승균,더불어민주당,경상북도 영주시마선거구,지역구 기초의원,,,N,N,등록,배임,배임,배임; 업무상배임,,"업무상배임도로교통법위반(음주운전)상해,재물손괴영주시의회의원선거더불어민주당 (2015-04-29, 벌금3,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157259,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4708/Hb100157259/junkwa/20260305155406216_1.PDF
100157409,김형원,더불어민주당,강원특별자치도 동해시제2선거구,광역의원,,,N,N,등록,사기,사기,사기; 사기방조,,"사기 / 사기방조 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157409,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5204/Hb100157409/junkwa/20260306154456702_1.PDF
100157494,양태석,무소속,경상남도 거제시가선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"사기 (일자 확인 불가, 형량 확인 불가)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157494,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4810/Hb100157494/junkwa/20260513232322893_9.PDF
100157561,백성현,국민의힘,충청남도 보령시다선거구,지역구 기초의원,,,N,N,등록,뇌물,뇌물,뇌물; 뇌물수수,,"뇌물수수특정범죄가중처벌 (2011-01-28, 징역1년집행유예2년)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157561,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4403/Hb100157561/junkwa/20260309151701287_1.PDF
100157884,김경희,더불어민주당,경상남도 창원시마선거구,지역구 기초의원,,,N,N,등록,횡령,횡령,횡령,,"횡령창원시의회의원선거더불어민주당 (일자 확인 불가, 벌금3,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157884,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4822/Hb100157884/junkwa/20260311161109762_1.PDF
100157902,오상균,개혁신당,서울특별시 성동구다선거구,지역구 기초의원,,,N,N,등록,사기,사기,보조금관리에관한법률위반; 사기,보조금관리에관한법률위반,"사기보조금관리에관한법률위반개혁신당 (일자 확인 불가, 벌금5,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157902,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1104/Hb100157902/junkwa/20260316113949041_1.PDF
100157949,임정구,더불어민주당,충청북도 진천군가선거구,지역구 기초의원,,,N,N,등록,뇌물,뇌물,뇌물,,"여객자동차운수사업법위반도로교통법위반(음주운전)제3자뇌물취득진천군의회의원선거더불어민주당 (2011-05-20, 벌금1,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157949,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4311/Hb100157949/junkwa/20260322140421292_1.PDF
100158022,김창현,더불어민주당,서울특별시 광진구제4선거구,광역의원,,,N,N,등록,,사기,부정수표단속법위반,부정수표단속법위반,"부정수표단속법위반서을시의회의원선거더불어민주당 (2006-05-04, 벌금5,000,000원)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158022,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1105/Hb100158022/junkwa/20260312150621960_1.PDF
100158024,김학조,국민의힘,강원특별자치도 영월군제2선거구,광역의원,,,N,N,등록,,사기,부정수표단속법위반,부정수표단속법위반,"부정수표단속법위반교통사고처리특례법위반도로교통법위반(음주운전)강원특별자치도의회의원선거국민의힘 (2000-01-20, 벌금1,500,000원)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158024,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5214/Hb100158024/junkwa/20260312154740630_1.PDF
100158205,구재용,더불어민주당,인천광역시 서구,기초단체장,,,N,N,등록,뇌물,뇌물,뇌물; 뇌물공여,,"뇌물공여서구청장선거더불어민주당 (1996-12-13, 징역8월집행유예1년)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158205,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2813/Hb100158205/junkwa/20260313163641878_1.PDF
100158271,황충하,무소속,인천광역시 연수구가선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"사기 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158271,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2804/Hb100158271/junkwa/20260401163921747_1.PDF
100158295,이영민,무소속,전북특별자치도 정읍시나선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"사기 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158295,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5307/Hb100158295/junkwa/20260316105242268_1.PDF
100158329,김충호,국민의힘,충청남도 보령시가선거구,지역구 기초의원,,,N,N,등록,횡령,횡령,업무상횡령; 횡령,,"업무상횡령 (일자 확인 불가, 벌금2,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158329,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4403/Hb100158329/junkwa/20260316131011976_1.PDF
100158399,이상주,국민의힘,경상남도 창녕군제2선거구,광역의원,,,N,N,등록,뇌물,뇌물,알선수재,,"알선수재 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158399,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4813/Hb100158399/junkwa/20260316153628658_1.PDF
100158402,김현욱,국민연합,경기도,시도지사,,,N,N,등록,뇌물,뇌물,알선수재,,"알선수재 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158402,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4100/Hb100158402/junkwa/20260316153254285_1.PDF
100158428,이재덕,더불어민주당,경기도 여주시나선거구,지역구 기초의원,,,N,N,등록,,사기,보조금관리에관한법률위반,보조금관리에관한법률위반,"보조금관리에관한법률위반 (일자 행 매핑 실패, 형량 행 매핑 실패)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158428,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4133/Hb100158428/junkwa/20260317110402592_1.PDF
100158442,최선남,국민의힘,강원특별자치도 양양군가선거구,지역구 기초의원,,,N,N,등록,횡령,횡령,업무상횡령; 횡령,,"전과기록증명에관한제출서선거구명양양군의회의원선거후보자성명국민의힘전과기록형량(처분결과)업무상횡령보조금관리에관한법벌금7,000,000원률위반 (일자 확인 불가, 벌금7,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158442,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5210/Hb100158442/junkwa/20260420143716866_1.PDF
100158492,박천수,국민의힘,충청남도 공주시가선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"사기국민의힘전형도로교통법위반(음주운전) (2008-11-28, 징역6월집행유예2년)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158492,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4402/Hb100158492/junkwa/20260316175032630_1.PDF
100158525,김용철,더불어민주당,경기도 군포시가선거구,지역구 기초의원,,,N,N,등록,횡령,횡령,업무상횡령; 횡령,,"업무상횡령 (1985-12-30, 벌금3000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158525,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4130/Hb100158525/junkwa/20260516110742947_1.PDF
100158598,서정인,더불어민주당,서울특별시 동대문구가선거구,지역구 기초의원,,,N,N,등록,,사기,부정수표단속법위반,부정수표단속법위반,"부정수표단속법위반 (일자 행 매핑 실패, 형량 행 매핑 실패)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158598,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1106/Hb100158598/junkwa/20260317154553866_1.PDF
100158695,조윤섭,국민의힘,서울특별시 강북구나선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"중실화중과실치상사기국민의힘 (1991-11-21, 금고10월)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158695,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1109/Hb100158695/junkwa/20260318132344337_1.PDF
100158702,이완철,더불어민주당,충청북도 괴산군선거구,광역의원,,,N,N,등록,사기,사기,사기,,"사기더불어민주당 (1999-02-11, 징역1년집행유예2년)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158702,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4312/Hb100158702/junkwa/20260319112303895_1.PDF
100158751,김시용,국민의힘,경기도 김포시제3선거구,광역의원,,,N,N,등록,,사기,부정수표단속법위반,부정수표단속법위반,"부정수표단속법위반국민의힘 (1996-08-28, 징역8월집행유예2년)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158751,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4139/Hb100158751/junkwa/20260318160631180_1.PDF
100158882,정연철,국민의힘,강원특별자치도 삼척시제2선거구,광역의원,,,N,N,등록,뇌물,뇌물,알선수재,,"특정범죄가중처벌등에관한 (2010-10-14, 징역1년6월)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158882,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5205/Hb100158882/junkwa/20260319172128028_1.PDF
100158893,전진석,국민의힘,충청남도 보령시라선거구,지역구 기초의원,,,N,N,등록,배임; 사기,배임; 사기,배임; 사기; 업무상배임,,"업무상배임 (2014-02-07, 형량 확인 불가); 사기 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158893,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4403/Hb100158893/junkwa/20260319140602162_1.PDF
100158970,김응철,무소속,충청북도 보은군나선거구,지역구 기초의원,,,N,N,등록,횡령,횡령,횡령,,"사문서위조위조사문서행사횡령 (일자 확인 불가, 징역6월집행유예1년)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158970,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4308/Hb100158970/junkwa/20260319164851735_1.PDF
100159026,김수철,더불어민주당,전라남도 구례군나선거구,지역구 기초의원,,,N,N,등록,횡령,횡령,업무상횡령; 횡령,,"업무상횡령 / 횡령 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159026,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4611/Hb100159026/junkwa/20260323165645852_1.PDF
100159028,조위필,무소속,충청북도 보은군다선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"사기 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159028,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4308/Hb100159028/junkwa/20260322101427987_1.PDF; https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4308/Hb100159028/junkwa/20260322101428089_2.PDF
100159064,최순철,무소속,충청북도 단양군나선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"폭력행위등처벌에관한법률위반폭력행위등처벌에관한법률위반특정범죄가중처벌등에관한법률위빈(도주차량)주루교통법위반도로교통법위반(음주운전)사문서변조변조사문서행사사기보조금의예산및관리에관한법률위반업무방해 (일자 확인 불가, 형량 확인 불가)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159064,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4305/Hb100159064/junkwa/20260512200049363_1.PDF
100159109,박용화,조국혁신당,광주광역시 남구다선거구,지역구 기초의원,,,N,N,등록,,사기,유사수신행위,유사수신행위,"유사수신행위 (일자 행 매핑 실패, 형량 행 매핑 실패)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159109,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2903/Hb100159109/junkwa/20260320130634533_1.PDF
