huboid,name,party,party_short,office,sdName,sggName,region,criminal_record_count,has_criminal_record,ocr_categories,official_vetting_categories,economic_trust_categories,election_integrity_categories,public_admin_categories,tax_public_money_categories,traffic_safety_categories,has_official_vetting_record,has_hard_vetting_record,has_economic_trust_record,has_election_integrity_record,has_public_admin_record,has_tax_public_money_record,tax_arrears_5y_thousand_krw,tax_arrears_5y_display,tax_arrears_current_thousand_krw,tax_arrears_current_display,has_tax_arrears_5y,has_tax_arrears_current,has_money_trust_flag,has_any_vetting_flag,is_uncontested_candidate,job,career1,career2,nec_detail_url
100163473,하정우,더불어민주당,민주당,국회의원(재·보궐),부산광역시,북구갑,부산광역시 북구갑,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전)대통령비서실 AI미래기획수석비서관,(전)네이버클라우드 AI Innovation 센터장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163473
100163284,박민식,국민의힘,국힘,국회의원(재·보궐),부산광역시,북구갑,부산광역시 북구갑,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,변호사,(전) 제18대·제19대 국회의원,(전) 초대 국가보훈부 장관,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163284
100163278,전태진,더불어민주당,민주당,국회의원(재·보궐),울산광역시,남구갑,울산광역시 남구갑,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,변호사,(현)더불어민주당 울산남구갑 지역위원장,(현)법무법인(유) 동헌 대표 변호사,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163278
100163287,김태규,국민의힘,국힘,국회의원(재·보궐),울산광역시,남구갑,울산광역시 남구갑,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,변호사,(전)방송통신위원회 위원장(장관급) 직무대행,(전)울산지방법원 부장판사,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163287
100163276,송영길,더불어민주당,민주당,국회의원(재·보궐),인천광역시,연수구갑,인천광역시 연수구갑,2,True,"절도, 정치자금법, 집시법, 허위공문서·문서위조·공용서류","절도, 정치자금법, 허위공문서·문서위조·공용서류",,정치자금법,허위공문서·문서위조·공용서류,,,True,True,False,True,True,False,0,0원,0,0원,False,False,False,True,False,변호사,(전)더불어민주당 대표,(전)민선5기 인천광역시장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163276
100163382,박종진,국민의힘,국힘,국회의원(재·보궐),인천광역시,연수구갑,인천광역시 연수구갑,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,동아방송예술대학교 초빙교수,(전) '박종진의 쾌도난마' 메인앵커,(전) '강적들' 메인진행,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163382
100162872,김남준,더불어민주당,민주당,국회의원(재·보궐),인천광역시,계양구을,인천광역시 계양구을,1,True,"도로교통, 음주·위험운전",음주·위험운전,,,,,음주·위험운전,True,False,False,False,False,False,0,0원,0,0원,False,False,False,True,False,정당인,(전)이재명정부 청와대 대변인,(현)더불어민주당 계양(을) 지역위원장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162872
100153824,심왕섭,국민의힘,국힘,국회의원(재·보궐),인천광역시,계양구을,인천광역시 계양구을,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,세림조경건설(주) 대표,(전)계양초등학교 총동창회 25대 회장,(전)환경조경발전재단 이사장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100153824
100163683,김의겸,더불어민주당,민주당,국회의원(재·보궐),전북특별자치도,군산시김제시부안군갑,전북특별자치도 군산시김제시부안군갑,1,True,"공무집행방해, 집시법, 폭력",,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전)새만금개발청장,(전)제21대국회의원,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163683
100153826,오지성,국민의힘,국힘,국회의원(재·보궐),전북특별자치도,군산시김제시부안군갑,전북특별자치도 군산시김제시부안군갑,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전)국민의힘 군산시김제시부안군갑 당협위원장,(현)오지성 전북자유인권연합 대표,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100153826
100163904,박지원,더불어민주당,민주당,국회의원(재·보궐),전북특별자치도,군산시김제시부안군을,전북특별자치도 군산시김제시부안군을,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,법무법인 다지원 대표변호사,(현)더불어민주당 최고위원,(전)김제시 고문변호사,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163904
100163437,김성범,더불어민주당,민주당,국회의원(재·보궐),제주특별자치도,서귀포시,제주특별자치도 서귀포시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전) 이재명정부 해양수산부 차관,(전) 청와대 농어촌비서관실 행정관,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163437
100163324,고기철,국민의힘,국힘,국회의원(재·보궐),제주특별자치도,서귀포시,제주특별자치도 서귀포시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전) 제주경찰청장,(전) 국민의힘 제주도당위원장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163324
100163929,김영빈,더불어민주당,민주당,국회의원(재·보궐),충청남도,공주시부여군청양군,충청남도 공주시부여군청양군,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,변호사,(전)서울중앙지방검찰청 검사,(현)더불어민주당 공주시부여군청양군 지역위원장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163929
100163866,윤용근,국민의힘,국힘,국회의원(재·보궐),충청남도,공주시부여군청양군,충청남도 공주시부여군청양군,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,변호사,(현) 법무법인 엘플러스 대표변호사,(현) 국민의힘 미디어대변인,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163866
100163272,전은수,더불어민주당,민주당,국회의원(재·보궐),충청남도,아산시을,충청남도 아산시을,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전) 청와대 대변인,(현) 변호사,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163272
100153926,김민경,국민의힘,국힘,국회의원(재·보궐),충청남도,아산시을,충청남도 아산시을,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전)제21대 대통령선거 국민의힘 대통령후보 직속 국민통합위원회 홍보위원,(현)국민의힘 맘(MoM)편한 특별위원회 간사,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100153926
100157160,우상호,더불어민주당,민주당,시도지사,강원특별자치도,강원특별자치도,강원특별자치도,2,True,집시법,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전)이재명 대통령비서실 정무수석비서관,"(전)17,19,20,21대 국회의원",https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157160
100162343,김진태,국민의힘,국힘,시도지사,강원특별자치도,강원특별자치도,강원특별자치도,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,광역단체장,(현)강원특별자치도지사,(전)제19·20대 국회의원,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162343
100163148,추미애,더불어민주당,민주당,시도지사,경기도,경기도,경기도,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전)더불어민주당 당대표,(전)국회법제사법위원회 위원장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163148
100163432,양향자,국민의힘,국힘,시도지사,경기도,경기도,경기도,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(현)국민의힘 최고위원,(현)국민의힘 반도체 AI 첨단산업특별위원장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163432
100158507,김경수,더불어민주당,민주당,시도지사,경상남도,경상남도,경상남도,4,True,"국가보안법, 업무방해, 폭력",,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전)경상남도지사(제37대),(전)대통령직속 지방시대위원회 위원장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158507
100162958,박완수,국민의힘,국힘,시도지사,경상남도,경상남도,경상남도,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(현)경상남도지사,(전)제20·21대 국회의원(경상남도 창원시 의창구),https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162958
100161413,오중기,더불어민주당,민주당,시도지사,경상북도,경상북도,경상북도,2,True,"국가보안법, 집시법, 폭력",,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전)청와대 균형발전 선임행정관,(전)한국도로공사시설관리(주) 대표이사,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161413
100159249,이철우,국민의힘,국힘,시도지사,경상북도,경상북도,경상북도,1,True,"교통사고, 도로교통",,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,경상북도지사,(전)제18·19·20대 국회의원,(현)경상북도지사,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159249
100163198,민형배,더불어민주당,민주당,시도지사,전남광주통합특별시,전남광주통합특별시,전남광주통합특별시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전) 제21·22대 국회의원,(전) 노무현·문재인 대통령비서실 비서관,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163198
100163089,이정현,국민의힘,국힘,시도지사,전남광주통합특별시,전남광주통합특별시,전남광주통합특별시,1,True,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,"(전) 제18대, 19대, 20대 국회의원","(전) 청와대 정무수석, 홍보수석",https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163089
100162026,김부겸,더불어민주당,민주당,시도지사,대구광역시,대구광역시,대구광역시,1,True,국가보안법,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전) 제47대 국무총리,(전) 행정안전부 장관,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162026
100163199,추경호,국민의힘,국힘,시도지사,대구광역시,대구광역시,대구광역시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전)경제부총리 겸 기획재정부 장관,(전)국민의힘 원내대표,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163199
100153736,허태정,더불어민주당,민주당,시도지사,대전광역시,대전광역시,대전광역시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,충남대학교 특임교수,(전) 대전광역시장(민선 7기),(전) 유성구청장(민선 5·6기),https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100153736
100163200,이장우,국민의힘,국힘,시도지사,대전광역시,대전광역시,대전광역시,2,True,"폭력, 허위공문서·문서위조·공용서류",허위공문서·문서위조·공용서류,,,허위공문서·문서위조·공용서류,,,True,True,False,False,True,False,0,0원,0,0원,False,False,False,True,False,대전광역시장,(현) 대전광역시장(민선 8기),(전) 제19·20대 국회의원(대전 동구),https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163200
100163192,전재수,더불어민주당,민주당,시도지사,부산광역시,부산광역시,부산광역시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,"(전)부산 국회의원(제20대, 제21대, 제22대)",(전)해양수산부 장관,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163192
100162954,박형준,국민의힘,국힘,시도지사,부산광역시,부산광역시,부산광역시,0,False,,,,,,,,False,False,False,False,False,False,202,20만원,0,0원,True,False,True,True,False,부산광역시장,(현)부산광역시장,(전)국회사무총장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162954
100157144,정원오,더불어민주당,민주당,시도지사,서울특별시,서울특별시,서울특별시,2,True,"공무집행방해, 집시법, 폭력",,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,"(전)민선 6,7,8기 성동구청장",(전)한양대학교 경영대학 특임교수,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157144
100162984,오세훈,국민의힘,국힘,시도지사,서울특별시,서울특별시,서울특별시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,서울특별시장,(현)제39대 서울특별시장,(전)제16대 국회의원,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162984
100153754,조상호,더불어민주당,민주당,시도지사,세종특별자치시,세종특별자치시,세종특별자치시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전) 이재명 정부 국정기획위원,(전) 더불어민주당 당대표 정무조정실장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100153754
100161690,최민호,국민의힘,국힘,시도지사,세종특별자치시,세종특별자치시,세종특별자치시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,세종특별자치시장,(전) 행정중심복합도시건설청장,(현) 세종특별자치시장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161690
100162996,김상욱,더불어민주당,민주당,시도지사,울산광역시,울산광역시,울산광역시,0,False,,,,,,,,False,False,False,False,False,False,244,24만원,0,0원,True,False,True,True,False,정당인,(전) 제22대 울산 남구(갑) 국회의원,(전) 국회 행정안전위원회 위원,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162996
100163070,김두겸,국민의힘,국힘,시도지사,울산광역시,울산광역시,울산광역시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,울산광역시장,(현)울산광역시장(민선 8대),"(전)울산광역시 남구청장(민선 3, 4대)",https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163070
100163128,박찬대,더불어민주당,민주당,시도지사,인천광역시,인천광역시,인천광역시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,"(전) 제20,21,22대 인천연수구갑 국회의원",(전) 더불어민주당 원내대표 ,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163128
100163134,유정복,국민의힘,국힘,시도지사,인천광역시,인천광역시,인천광역시,0,False,,,,,,,,False,False,False,False,False,False,443,44만원,0,0원,True,False,True,True,False,정당인,(현) 인천광역시장,(전) 행정안전부장관,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163134
100163170,이원택,더불어민주당,민주당,시도지사,전북특별자치도,전북특별자치도,전북특별자치도,2,True,"공무집행방해, 집시법, 폭력",,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전)제21-22대 국회의원,(전)전라북도 정무부지사,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163170
100163202,양정무,국민의힘,국힘,시도지사,전북특별자치도,전북특별자치도,전북특별자치도,9,True,"노동, 허위공문서·문서위조·공용서류",허위공문서·문서위조·공용서류,,,허위공문서·문서위조·공용서류,,,True,True,False,False,True,False,5752,575만원,0,0원,True,False,True,True,False,기업인,(현)(주)랭스필드 회장,(전)국립군산대학교 석좌교수,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163202
100163197,위성곤,더불어민주당,민주당,시도지사,제주특별자치도,제주특별자치도,제주특별자치도,1,True,"공무집행방해, 도로교통, 집시법, 폭력",,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,"(전) 국회의원 3선 (제20대, 제21대, 제22대)",(전) 이재명 정부 국정기획위원회 기획위원 (경제2분과),https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163197
100157851,문성유,국민의힘,국힘,시도지사,제주특별자치도,제주특별자치도,제주특별자치도,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전)기획재정부 기획조정실장,(전)한국자산관리공사 사장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157851
100163153,박수현,더불어민주당,민주당,시도지사,충청남도,충청남도,충청남도,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전)청와대 대변인,(전)제19대·22대 국회의원,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163153
100163640,김태흠,국민의힘,국힘,시도지사,충청남도,충청남도,충청남도,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,충청남도지사,(현)충청남도지사,"(전)제19대,20대,21대 국회의원(보령시·서천군)",https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163640
100153742,신용한,더불어민주당,민주당,시도지사,충청북도,충청북도,충청북도,1,True,교통사고,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전)대통령직속 지방시대위원회 부위원장,(전)더불어민주당 영입인재(제22대 국회의원 선거),https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100153742
100163211,김영환,국민의힘,국힘,시도지사,충청북도,충청북도,충청북도,0,False,,,,,,,,False,False,False,False,False,False,20878,"2,087만원",0,0원,True,False,True,True,False,충청북도지사,(현)충청북도지사,(전)과학기술부 장관,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163211
100161433,육동한,더불어민주당,민주당,기초단체장,강원특별자치도,춘천시,강원특별자치도 춘천시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(현)춘천시장,(전)국무총리실 국무차장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161433
100156336,정광열,국민의힘,국힘,기초단체장,강원특별자치도,춘천시,강원특별자치도 춘천시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전)강원특별자치도 경제부지사,(전)삼성전자 부사장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156336
100153887,구자열,더불어민주당,민주당,기초단체장,강원특별자치도,원주시,강원특별자치도 원주시,1,True,"교통사고, 도로교통",,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정치인,(전)강원도지사 비서실장,(전)더불어민주당 원주시장선거 후보,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100153887
100162269,원강수,국민의힘,국힘,기초단체장,강원특별자치도,원주시,강원특별자치도 원주시,0,False,,,,,,,,False,False,False,False,False,False,1994,199만원,0,0원,True,False,True,True,False,원주시장,(현)원주시장,,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162269
100154106,김중남,더불어민주당,민주당,기초단체장,강원특별자치도,강릉시,강원특별자치도 강릉시,3,True,"공무집행방해, 도로교통, 지방공무원법",,,,지방공무원법,,,False,True,False,False,True,False,0,0원,0,0원,False,False,False,False,False,정당인,"(현)더불어민주당 가뭄,물부족사태해결 특별위원회 부위원장",(전)이재명 대통령후보 선거대책위 강원도당 공동선대위원장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154106
100161983,김홍규,국민의힘,국힘,기초단체장,강원특별자치도,강릉시,강원특별자치도 강릉시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,강릉시장,(현)강릉시장,(전)제8대 강릉시의회 의장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161983
100155866,이정학,더불어민주당,민주당,기초단체장,강원특별자치도,동해시,강원특별자치도 동해시,0,False,,,,,,,,False,False,False,False,False,False,3240,324만원,0,0원,True,False,True,True,False,현대자동차 초록대리점 대표,"(전) 7, 8대 동해시의회의원",(현) 더불어민주당 중앙당 정책위원회 부의장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155866
100159313,김기하,국민의힘,국힘,기초단체장,강원특별자치도,동해시,강원특별자치도 동해시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,강원특별자치도의회의원,(전)제8대 동해시의회 후반기 의장,(현)강원특별자치도의회의원,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159313
100154401,김동구,더불어민주당,민주당,기초단체장,강원특별자치도,태백시,강원특별자치도 태백시,1,True,입찰방해,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,준흥기업 대표,(현)더불어민주당 부대변인,(전)민주평화통일자문회의 태백시협의회장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154401
100162480,이상호,국민의힘,국힘,기초단체장,강원특별자치도,태백시,강원특별자치도 태백시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정무직 공무원,(현)태백시장,,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162480
100154183,김철수,더불어민주당,민주당,기초단체장,강원특별자치도,속초시,강원특별자치도 속초시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,정당인,(전) 민선7기 속초시장,(현) 더불어민주당 강원특별자치도당 부위원장,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154183
100162392,이병선,국민의힘,국힘,기초단체장,강원특별자치도,속초시,강원특별자치도 속초시,0,False,,,,,,,,False,False,False,False,False,False,0,0원,0,0원,False,False,False,False,False,속초시장,(현)속초시장,(전)강원도의회 의원(2선),https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162392
