huboid,name,party,office,office_type,sdName,sggName,nec_detail_url,tax_arrears_5y_thousand_krw,tax_arrears_5y_display,tax_arrears_current_thousand_krw,tax_arrears_current_display,criminal_record_disclosure,categories,important_categories,공직검증전과_분류수,공직검증전과_건수,체납이력_보유,현체납_보유,전과공개_보유,공직검증전과_보유,공직선거법전과_보유,해당선거구_경쟁률,해당선거구_의원정수,해당선거구_무투표판정기준,해당선거구_비례대표_단일정당명부여부,등록미달여부,검증위험_플래그
100154075,임승식,더불어민주당,시도의원,지역구,전북특별자치도,정읍시제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154075,8947,"8,947천원",0,0천원,1건,사기,사기,1,1,Y,N,Y,Y,N,1.00,1,등록후보수_의원정수이하,N,N,Y
100164780,홍육례,더불어민주당,기초의원비례,비례,인천광역시,서구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164780,6388,"6,388천원",0,0천원,1건,무면허운전; 도로교통,무면허운전,1,0,Y,N,Y,Y,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100161144,권창환,국민의힘,구시군의회의원,지역구,부산광역시,수영구가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161144,4890,"4,890천원",0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100161499,박상영,더불어민주당,구시군의회의원,지역구,경기도,광주시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161499,4777,"4,777천원",0,0천원,3건,공무집행방해; 건축·건설·부동산,,0,0,Y,N,Y,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100155789,김태호,더불어민주당,구시군의회의원,지역구,서울특별시,영등포구바선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155789,4476,"4,476천원",0,0천원,1건,,,0,0,Y,N,Y,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100162893,윤병열,국민의힘,구시군의회의원,지역구,경상남도,의령군다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162893,4401,"4,401천원",0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100164269,김현지,더불어민주당,기초의원비례,비례,서울특별시,구로구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164269,4302,"4,302천원",0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100158243,김민섭,국민의힘,구시군의회의원,지역구,서울특별시,강북구라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158243,3756,"3,756천원",0,0천원,3건,재물손괴; 건축·건설·부동산,,0,0,Y,N,Y,N,N,1.00,3,등록후보수_의원정수이하,N,N,Y
100163912,김대진,국민의힘,시도의원,지역구,경상북도,안동시제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163912,3307,"3,307천원",0,0천원,2건,음주·위험운전; 도로교통,음주·위험운전,1,1,Y,N,Y,Y,N,1.00,1,등록후보수_의원정수이하,N,N,Y
100163389,신윤경,더불어민주당,구시군의회의원,지역구,서울특별시,은평구바선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163389,3143,"3,143천원",0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100162726,최혜숙,국민의힘,구시군의회의원,지역구,서울특별시,양천구아선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162726,3037,"3,037천원",0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100155185,최인희,더불어민주당,구시군의회의원,지역구,부산광역시,부산진구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155185,2452,"2,452천원",0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100156938,정기성,더불어민주당,시도의원,지역구,전라남도,장성군제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156938,2140,"2,140천원",0,0천원,1건,음주·위험운전; 도로교통,음주·위험운전,1,1,Y,N,Y,Y,N,1.00,1,등록후보수_의원정수이하,N,N,Y
100162882,조미선,국민의힘,구시군의회의원,지역구,경기도,오산시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162882,2082,"2,082천원",0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,4,등록후보수_의원정수이하,N,N,Y
100154298,서명일,더불어민주당,구시군의회의원,지역구,경상남도,창원시타선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154298,1915,"1,915천원",0,0천원,1건,허위공문서·문서위조·공용서류,허위공문서·문서위조·공용서류,1,1,Y,N,Y,Y,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100164835,박은화,국민의힘,기초의원비례,비례,경상북도,칠곡군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164835,1887,"1,887천원",0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,1,등록후보수_의원정수이하,N,N,Y
100164427,안선영,국민의힘,기초의원비례,비례,부산광역시,동래구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164427,1846,"1,846천원",0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100163259,전경구,국민의힘,구시군의회의원,지역구,서울특별시,중랑구마선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163259,1826,"1,826천원",0,0천원,1건,폭력,,0,0,Y,N,Y,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100156747,이귀순,더불어민주당,시도의원,지역구,광주광역시,광산구제4선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156747,1797,"1,797천원",0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,1,등록후보수_의원정수이하,N,N,Y
100156896,김철현,국민의힘,구시군의회의원,지역구,부산광역시,남구나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156896,1595,"1,595천원",0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100162389,김명현,국민의힘,구시군의회의원,지역구,대전광역시,서구마선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162389,1419,"1,419천원",0,0천원,4건,허위공문서·문서위조·공용서류; 음주·위험운전; 무면허운전; 교통사고; 도로교통,허위공문서·문서위조·공용서류; 음주·위험운전; 무면허운전,3,1,Y,N,Y,Y,N,1.00,3,등록후보수_의원정수이하,N,N,Y
100162460,이은미,더불어민주당,시도의원,지역구,경기도,안산시제5선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162460,1412,"1,412천원",0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,1,등록후보수_의원정수이하,N,N,Y
100161872,김세호,국민의힘,구시군의회의원,지역구,경상북도,김천시마선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161872,1356,"1,356천원",0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100160234,김은수,국민의힘,구시군의회의원,지역구,경기도,수원시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160234,1218,"1,218천원",0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100162465,이상승,국민의힘,구시군의회의원,지역구,경상북도,칠곡군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162465,934,934천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100162284,강영웅,국민의힘,구시군의회의원,지역구,경기도,용인시아선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162284,854,854천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100161018,박지현,더불어민주당,구시군의회의원,지역구,경기도,광주시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161018,829,829천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,3,등록후보수_의원정수이하,N,N,Y
100165832,김선아,더불어민주당,기초의원비례,비례,인천광역시,연수구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165832,828,828천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100160880,문현섭,국민의힘,구시군의회의원,지역구,서울특별시,강동구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160880,804,804천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100163625,연규식,국민의힘,시도의원,지역구,경상북도,포항시제4선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163625,785,785천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,1,등록후보수_의원정수이하,N,N,Y
100160730,이지영,더불어민주당,구시군의회의원,지역구,부산광역시,동래구라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160730,677,677천원,677,677천원,없음,,,0,0,Y,Y,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100165544,정소혜,더불어민주당,기초의원비례,비례,전라남도,무안군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165544,618,618천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,1,등록후보수_의원정수이하,N,N,Y
100164206,서주영,더불어민주당,기초의원비례,비례,인천광역시,남동구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164206,530,530천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100157554,박기범,더불어민주당,구시군의회의원,지역구,경기도,성남시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157554,525,525천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100163266,전석광,국민의힘,구시군의회의원,지역구,대전광역시,대덕구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163266,500,500천원,0,0천원,1건,음주·위험운전; 도로교통,음주·위험운전,1,1,Y,N,Y,Y,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100154987,김명숙,진보당,구시군의회의원,지역구,광주광역시,광산구라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154987,499,499천원,0,0천원,1건,도로교통,,0,0,Y,N,Y,N,N,1.00,3,등록후보수_의원정수이하,N,N,Y
100155875,이경민,더불어민주당,구시군의회의원,지역구,강원특별자치도,원주시아선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155875,473,473천원,0,0천원,1건,음주·위험운전; 도로교통,음주·위험운전,1,1,Y,N,Y,Y,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100161196,김세윤,더불어민주당,구시군의회의원,지역구,전라남도,완도군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161196,440,440천원,0,0천원,1건,업무방해,,0,0,Y,N,Y,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100158545,김동규,국민의힘,구시군의회의원,지역구,인천광역시,부평구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158545,423,423천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,3,등록후보수_의원정수이하,N,N,Y
100157410,주동열,국민의힘,구시군의회의원,지역구,경상북도,경주시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157410,415,415천원,0,0천원,1건,건축·건설·부동산,,0,0,Y,N,Y,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100165409,김정아,국민의힘,기초의원비례,비례,인천광역시,연수구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165409,414,414천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100165321,변소영,국민의힘,기초의원비례,비례,경상북도,청도군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165321,410,410천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,1,등록후보수_의원정수이하,N,N,Y
100156009,심철의,더불어민주당,시도의원,지역구,광주광역시,서구제4선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156009,377,377천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,1,등록후보수_의원정수이하,N,N,Y
100165157,김승자,국민의힘,기초의원비례,비례,인천광역시,미추홀구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165157,358,358천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100164844,유향,국민의힘,기초의원비례,비례,경상남도,하동군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164844,344,344천원,0,0천원,1건,음주·위험운전; 도로교통,음주·위험운전,1,1,Y,N,Y,Y,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100155915,박승찬,더불어민주당,구시군의회의원,지역구,충청북도,청주시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155915,315,315천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,3,등록후보수_의원정수이하,N,N,Y
100156373,김길자,더불어민주당,구시군의회의원,지역구,서울특별시,영등포구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156373,310,310천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100162101,이성근,국민의힘,구시군의회의원,지역구,대구광역시,북구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162101,295,295천원,0,0천원,1건,음주·위험운전; 도로교통,음주·위험운전,1,1,Y,N,Y,Y,N,1.00,3,등록후보수_의원정수이하,N,N,Y
100154962,김환연,더불어민주당,구시군의회의원,지역구,인천광역시,부평구바선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154962,260,260천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,3,등록후보수_의원정수이하,N,N,Y
100157928,박원서,더불어민주당,구시군의회의원,지역구,서울특별시,강동구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157928,218,218천원,0,0천원,1건,,,0,0,Y,N,Y,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100160631,이은경,더불어민주당,구시군의회의원,지역구,서울특별시,노원구라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160631,218,218천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,3,등록후보수_의원정수이하,N,N,Y
100158317,박창선,국민의힘,구시군의회의원,지역구,경기도,오산시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158317,194,194천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,4,등록후보수_의원정수이하,N,N,Y
100165001,최윤정,국민의힘,기초의원비례,비례,경상북도,울릉군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165001,188,188천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,1,등록후보수_의원정수이하,N,N,Y
100159115,임용민,더불어민주당,시도의원,지역구,전라남도,보성군제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159115,168,168천원,0,0천원,1건,,,0,0,Y,N,Y,N,N,1.00,1,등록후보수_의원정수이하,N,N,Y
100158073,김재년,국민의힘,구시군의회의원,지역구,충청북도,청주시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158073,162,162천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,3,등록후보수_의원정수이하,N,N,Y
100164699,류정단,국민의힘,기초의원비례,비례,경상북도,봉화군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164699,146,146천원,0,0천원,없음,,,0,0,Y,N,N,N,N,2.00,1,비례대표_단일정당명부,Y,N,Y
100159310,하성동,더불어민주당,시도의원,지역구,전라남도,화순군제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159310,146,146천원,0,0천원,3건,음주·위험운전; 도로교통,음주·위험운전,1,1,Y,N,Y,Y,N,1.00,1,등록후보수_의원정수이하,N,N,Y
100160206,이양재,국민의힘,구시군의회의원,지역구,경상북도,봉화군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160206,133,133천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100162839,황진환,국민의힘,구시군의회의원,지역구,서울특별시,영등포구마선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162839,133,133천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100162037,최미자,더불어민주당,구시군의회의원,지역구,대전광역시,서구마선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162037,121,121천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,3,등록후보수_의원정수이하,N,N,Y
100162541,임옥연,국민의힘,구시군의회의원,지역구,서울특별시,양천구사선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162541,117,117천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100158986,이철호,국민의힘,구시군의회의원,지역구,경상북도,고령군다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158986,105,105천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
100154283,한준희,더불어민주당,시도의원,지역구,전북특별자치도,군산시제4선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154283,105,105천원,0,0천원,1건,교통사고,,0,0,Y,N,Y,N,N,1.00,1,등록후보수_의원정수이하,N,N,Y
100164997,임정숙,더불어민주당,기초의원비례,비례,부산광역시,금정구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164997,103,103천원,0,0천원,없음,,,0,0,Y,N,N,N,N,1.00,2,등록후보수_의원정수이하,N,N,Y
